row_id,data_type,system,subsystem,item_id,name,rarity,level,star,awakening,cost,currency,quantity,limit,unlock_condition,effect_type,effect_value,effect_unit,damage_bucket,debuff_type,applies_to,consumed_by,source_kind,confidence,extraction_method,damage_relevance,long_term_value,recommended_disposition,ignore_for_dps,needs_review,notes,source_file,page_or_image,section,original_source_file,metadata
src_3c0345246a58859e,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage green,green,,,,,,,,,shield_damage,5,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_8ee8236eba951d1c,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage blue,blue,,,,,,,,,shield_damage,7,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_9ab8b6b8c8b4aea2,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage purple,purple,,,,,,,,,shield_damage,9,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_41457f9ce10acd63,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage purple+1,purple+1,,,,,,,,,shield_damage,11,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_99c037f203d265cf,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage gold,gold,,,,,,,,,shield_damage,14,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_29467a03795cebeb,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage gold+1,gold+1,,,,,,,,,shield_damage,18,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_230a861d587f6e00,mount_component_effect,mounts,components,mount_component_shield_damage,Mount component shield_damage red,red,,,,,,,,,shield_damage,21,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_ade088987ff72c80,mount_component_effect,mounts,components,mount_component_boss_damage,Mount component boss_damage green,green,,,,,,,,,boss_damage,1,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_23cb287fff06e81e,mount_component_effect,mounts,components,mount_component_boss_damage,Mount component boss_damage blue,blue,,,,,,,,,boss_damage,2,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_0efcddd98df60a15,mount_component_effect,mounts,components,mount_component_boss_damage,Mount component boss_damage purple,purple,,,,,,,,,boss_damage,2.5,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_70186966768e0cef,mount_component_effect,mounts,components,mount_component_boss_damage,Mount component boss_damage purple+1,purple+1,,,,,,,,,boss_damage,3,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_65532fd7eda55e1b,mount_component_effect,mounts,components,mount_component_boss_damage,Mount component boss_damage gold,gold,,,,,,,,,boss_damage,3.5,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
src_4047c3383f900d32,mount_component_effect,mounts,components,mount_component_boss_damage,Mount component boss_damage gold+1,gold+1,,,,,,,,,boss_damage,4,percent,damage_multiplier,,,,exact,exact,embedded_pdf_table_verified,direct,,profile_dependent,False,False,,source_database_map.pdf,248,Mount Component Stat Matrix,,{}
